None,Год,День,Месяц,Неделя,Сезон,accuracy,macro avg,weighted avg
0.8262295081967214,0.9129770992366413,0.6486486486486487,0.4067796610169492,0.75,0.19047619047619047,0.8193979933110368,0.6225185179291919,0.8187296395769021
